Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Country,City,State,Region
5/29/2022,Smartphone,Electronics,West,5,2385,258.6,United States,Columbus,Ohio,East
1/16/2023,Monitor,Accessories,South,8,928,170.05,United States,Watertown,New York,East
9/6/2023,Headphones,Accessories,North,6,4656,673.35,United States,Seattle,Washington,West
3/29/2023,Headphones,Accessories,North,2,330,21.46,United States,New York City,New York,East
11/1/2023,Camera,Electronics,North,7,1799,274.11,United States,Los Angeles,California,West
8/25/2022,Printer,Office,East,1,1029,173.61,United States,Los Angeles,California,West
12/30/2022,Headphones,Accessories,North,8,5432,1619.39,United States,El Paso,Texas,Central
9/4/2024,Camera,Electronics,West,5,5785,1191.11,United States,New York City,New York,East
1/8/2024,Printer,Office,North,1,1062,272.42,United States,New York City,New York,East
12/27/2022,Keyboard,Accessories,North,1,163,22.07,United States,New York City,New York,East
4/14/2024,Smartphone,Electronics,West,9,9162,1625.62,United States,Peoria,Illinois,Central
2/10/2023,Printer,Office,East,4,1440,130.24,United States,Columbus,Ohio,East
7/15/2023,Monitor,Accessories,South,5,1465,149.62,United States,New York City,New York,East
10/27/2024,Monitor,Accessories,West,2,366,31.23,United States,Carrollton,Texas,Central
7/19/2024,Camera,Electronics,South,5,3135,277.28,United States,Dover,Delaware,East
3/3/2024,Keyboard,Accessories,North,2,630,161.04,United States,Los Angeles,California,West
4/12/2024,Monitor,Accessories,South,1,213,42.94,United States,Kent,Washington,West
6/20/2024,Monitor,Accessories,North,4,3792,1092.85,United States,Lafayette,Louisiana,South
6/21/2023,Mouse,Accessories,East,2,1932,109.07,United States,Cleveland,Ohio,East
1/25/2023,Keyboard,Accessories,West,4,4152,317.28,United States,Washington,District of Columbia,East
2/17/2024,Smartphone,Electronics,North,7,3612,529.57,United States,Milwaukee,Wisconsin,Central
9/9/2024,Smartphone,Electronics,East,2,2258,280.76,United States,New York City,New York,East
7/9/2022,Camera,Electronics,South,3,594,47.73,United States,Houston,Texas,Central
9/1/2023,Headphones,Accessories,West,7,8071,1799.06,United States,Philadelphia,Pennsylvania,East
3/30/2024,Keyboard,Accessories,North,7,5838,631.45,United States,San Francisco,California,West
12/22/2024,Keyboard,Accessories,North,4,692,181.31,United States,Philadelphia,Pennsylvania,East
9/8/2024,Keyboard,Accessories,South,3,1704,309.06,United States,Philadelphia,Pennsylvania,East
1/21/2023,Printer,Office,South,5,3235,941.24,United States,Columbus,Ohio,East
10/12/2023,Mouse,Accessories,East,6,4746,545.57,United States,Seattle,Washington,West
8/1/2022,Smartwatch,Electronics,South,8,7600,788.88,United States,New York City,New York,East
11/3/2023,Smartphone,Electronics,West,5,1935,128.01,United States,San Francisco,California,West
12/4/2023,Laptop,Electronics,North,3,1638,306.29,United States,Chicago,Illinois,Central
6/30/2023,Keyboard,Accessories,West,7,4746,816.6,United States,San Francisco,California,West
2/1/2023,Smartphone,Electronics,North,8,4824,1187.93,United States,New York City,New York,East
5/9/2022,Camera,Electronics,South,1,1193,153.72,United States,New York City,New York,East
12/16/2023,Laptop,Electronics,East,2,562,92.94,United States,Chicago,Illinois,Central
3/20/2022,Smartphone,Electronics,North,8,6200,1296.84,United States,Dublin,Ohio,East
7/28/2024,Printer,Office,North,8,4128,315.48,United States,Philadelphia,Pennsylvania,East
3/28/2022,Printer,Office,East,5,5405,326.56,United States,San Antonio,Texas,Central
11/6/2024,Laptop,Electronics,North,3,1371,104.66,United States,Oakland,California,West
1/1/2023,Keyboard,Accessories,West,5,1405,194.33,United States,San Diego,California,West
3/18/2023,Keyboard,Accessories,North,3,1644,158.32,United States,San Diego,California,West
9/18/2024,Mouse,Accessories,West,6,3414,396.92,United States,Suffolk,Virginia,South
8/19/2024,Laptop,Electronics,East,8,3272,674.57,United States,Madison,Wisconsin,Central
6/18/2022,Smartphone,Electronics,North,3,2655,646.91,United States,San Jose,California,West
5/29/2022,Smartwatch,Electronics,West,7,1673,458.32,United States,Auburn,Washington,West
6/9/2022,Tablet,Electronics,East,2,846,145.09,United States,Chicago,Illinois,Central
5/3/2023,Smartphone,Electronics,East,1,985,196.64,United States,Harrisonburg,Virginia,South
11/17/2023,Smartwatch,Electronics,North,9,7551,894.4,United States,Newark,Ohio,East
2/8/2022,Tablet,Electronics,North,5,855,217.16,United States,Newark,Ohio,East
10/23/2023,Camera,Electronics,South,2,396,94.55,United States,Los Angeles,California,West
8/24/2022,Tablet,Electronics,West,8,2296,560.48,United States,Chicago,Illinois,Central
5/9/2024,Monitor,Accessories,North,6,1704,199.94,United States,Chicago,Illinois,Central
3/12/2023,Smartphone,Electronics,East,2,1180,261.16,United States,Redmond,Oregon,West
10/5/2022,Smartphone,Electronics,East,3,411,55.73,United States,Redmond,Oregon,West
1/19/2022,Mouse,Accessories,East,1,745,151.22,United States,Muskogee,Oklahoma,Central
5/9/2022,Printer,Office,West,9,10656,961.3,United States,Monroe,North Carolina,South
5/23/2024,Mouse,Accessories,South,3,1494,178.5,United States,Charlotte,North Carolina,South
7/11/2024,Camera,Electronics,South,5,1755,358.01,United States,Bowling Green,Kentucky,South
8/22/2022,Camera,Electronics,South,9,4941,894.52,United States,San Antonio,Texas,Central
11/3/2024,Smartwatch,Electronics,North,6,6510,1539.18,United States,Washington,District of Columbia,East
10/11/2024,Smartphone,Electronics,South,5,5465,719.92,United States,Los Angeles,California,West
11/9/2024,Tablet,Electronics,South,3,3522,285.91,United States,New York City,New York,East
4/1/2024,Tablet,Electronics,West,6,1656,139.86,United States,Aurora,Colorado,West
7/7/2022,Printer,Office,North,5,1255,257.15,United States,Aurora,Colorado,West
6/10/2023,Keyboard,Accessories,East,1,1192,320.13,United States,Henderson,Nevada,West
5/15/2023,Tablet,Electronics,West,5,1925,204.74,United States,San Francisco,California,West
6/8/2022,Tablet,Electronics,West,8,1688,337.33,United States,San Francisco,California,West
6/26/2023,Headphones,Accessories,South,1,260,16.81,United States,Spokane,Washington,West
1/19/2022,Monitor,Accessories,West,5,4880,1250.66,United States,Long Beach,New York,East
4/10/2024,Keyboard,Accessories,West,7,1134,179.74,United States,Los Angeles,California,West
6/10/2022,Laptop,Electronics,North,9,9621,1201.29,United States,New York City,New York,East
2/3/2023,Monitor,Accessories,South,4,2836,698.83,United States,San Francisco,California,West
5/15/2023,Printer,Office,North,9,5859,1153.89,United States,Fairfield,Ohio,East
9/11/2022,Smartwatch,Electronics,South,2,2044,460.03,United States,Miami,Florida,South
7/1/2023,Monitor,Accessories,South,1,612,174.52,United States,Springfield,Oregon,West
2/18/2022,Smartwatch,Electronics,North,3,1890,492.31,United States,Los Angeles,California,West
9/30/2023,Smartwatch,Electronics,East,5,2025,168.82,United States,Oceanside,New York,East
9/4/2023,Printer,Office,South,2,1960,312.06,United States,Watertown,New York,East
7/7/2022,Camera,Electronics,North,6,4410,893.27,United States,Lafayette,Louisiana,South
7/14/2024,Keyboard,Accessories,West,8,8272,2391.88,United States,Lafayette,Louisiana,South
9/27/2022,Smartwatch,Electronics,West,6,5712,638.29,United States,San Francisco,California,West
4/20/2024,Smartwatch,Electronics,North,6,1524,178.36,United States,Broomfield,Colorado,West
5/24/2024,Keyboard,Accessories,North,8,5160,1057.41,United States,New York City,New York,East
12/29/2024,Mouse,Accessories,East,4,2956,451.6,United States,New York City,New York,East
5/7/2023,Smartphone,Electronics,West,8,7944,2257.73,United States,New York City,New York,East
9/10/2024,Camera,Electronics,North,5,1815,535.22,United States,Montgomery,Alabama,South
3/21/2023,Headphones,Accessories,North,3,2706,546.97,United States,Glendale,Arizona,West
5/5/2023,Laptop,Electronics,North,2,1356,144.18,United States,Brentwood,California,West
7/27/2023,Printer,Office,South,6,6384,1189.19,United States,Springfield,Missouri,Central
6/13/2023,Smartwatch,Electronics,South,9,4248,964.12,United States,Houston,Texas,Central
5/2/2024,Monitor,Accessories,North,6,3954,676.82,United States,Louisville,Kentucky,South
4/21/2024,Smartphone,Electronics,South,6,7110,739.6,United States,Chicago,Illinois,Central
7/25/2023,Headphones,Accessories,South,7,8113,995.03,United States,Auburn,Alabama,South
1/26/2023,Headphones,Accessories,North,3,1830,183.62,United States,Providence,Rhode Island,East
1/11/2023,Keyboard,Accessories,West,4,3732,671.19,United States,Seattle,Washington,West
9/27/2024,Mouse,Accessories,West,6,4062,1087.17,United States,Rochester,Minnesota,Central
12/3/2024,Smartwatch,Electronics,North,1,496,93.31,United States,Peoria,Arizona,West
8/24/2023,Smartwatch,Electronics,East,4,1104,84.31,United States,Philadelphia,Pennsylvania,East
5/19/2023,Smartphone,Electronics,West,3,2274,662,United States,Philadelphia,Pennsylvania,East
6/13/2022,Smartwatch,Electronics,North,8,4456,1106.04,United States,Philadelphia,Pennsylvania,East
8/26/2022,Mouse,Accessories,West,8,4928,1038.18,United States,Richmond,Indiana,Central
1/22/2023,Smartphone,Electronics,North,4,1740,224.79,United States,Detroit,Michigan,Central
8/8/2022,Headphones,Accessories,North,2,178,31.46,United States,Detroit,Michigan,Central
11/19/2023,Printer,Office,East,8,5296,1234.81,United States,Los Angeles,California,West
6/28/2023,Mouse,Accessories,North,4,4156,847.09,United States,Pomona,California,West
10/9/2024,Printer,Office,North,1,624,106.92,United States,Ontario,California,West
9/4/2022,Smartphone,Electronics,West,4,3892,1052.72,United States,San Francisco,California,West
7/18/2024,Mouse,Accessories,South,9,1620,294.6,United States,Phoenix,Arizona,West
9/22/2022,Mouse,Accessories,West,3,2250,301.97,United States,Wilmington,Delaware,East
7/31/2024,Monitor,Accessories,West,2,1390,316.31,United States,Moorhead,Minnesota,Central
4/21/2023,Camera,Electronics,South,5,5155,1325.16,United States,Tucson,Arizona,West
7/9/2022,Smartwatch,Electronics,North,5,1025,262.91,United States,Redlands,California,West
7/31/2024,Mouse,Accessories,South,3,1785,244.52,United States,Redlands,California,West
9/30/2022,Smartwatch,Electronics,North,9,2952,605.85,United States,Rochester,New York,East
12/25/2024,Headphones,Accessories,East,1,773,181.52,United States,Sunnyvale,California,West
3/30/2023,Tablet,Electronics,North,8,1640,361.48,United States,Lansing,Michigan,Central
10/2/2023,Keyboard,Accessories,East,1,1017,69.33,United States,Philadelphia,Pennsylvania,East
5/23/2022,Headphones,Accessories,East,4,1964,349.91,United States,Dover,New Hampshire,East
4/5/2023,Mouse,Accessories,North,3,2994,638.59,United States,Grand Prairie,Texas,Central
10/8/2023,Printer,Office,East,9,8046,2210.33,United States,Long Beach,New York,East
5/22/2022,Printer,Office,West,2,1874,271.5,United States,York,Pennsylvania,East
8/19/2023,Mouse,Accessories,North,8,6008,871.76,United States,Concord,California,West
9/6/2023,Camera,Electronics,East,8,7240,411.19,United States,College Station,Texas,Central
6/17/2024,Monitor,Accessories,South,9,1188,348.31,United States,Dallas,Texas,Central
12/22/2024,Headphones,Accessories,North,9,2997,163.34,United States,Cincinnati,Ohio,East
2/2/2023,Printer,Office,West,9,7524,2017.85,United States,Laredo,Texas,Central
10/13/2022,Monitor,Accessories,North,5,3625,268.73,United States,San Angelo,Texas,Central
3/31/2024,Laptop,Electronics,East,8,6952,871.2,United States,New York City,New York,East
5/29/2023,Camera,Electronics,North,9,1053,283.58,United States,New York City,New York,East
12/21/2024,Monitor,Accessories,North,9,6696,1224.22,United States,Columbus,Indiana,Central
10/9/2024,Headphones,Accessories,North,2,1420,93.59,United States,Little Rock,Arkansas,South
12/29/2023,Camera,Electronics,West,9,9972,2566.01,United States,Seattle,Washington,West
11/28/2022,Laptop,Electronics,South,8,3136,494.26,United States,Lancaster,Pennsylvania,East
2/10/2023,Camera,Electronics,West,3,225,20.52,United States,New York City,New York,East
5/12/2022,Mouse,Accessories,East,3,1662,375.04,United States,San Jose,California,West
5/3/2024,Printer,Office,West,4,500,85.96,United States,Marion,Ohio,East
8/2/2022,Smartphone,Electronics,North,8,3168,747.33,United States,Littleton,Colorado,West
12/31/2023,Smartphone,Electronics,East,1,622,104.57,United States,New York City,New York,East
4/3/2022,Tablet,Electronics,North,3,1233,361.12,United States,La Porte,Indiana,Central
1/19/2024,Laptop,Electronics,West,3,573,116.14,United States,Chicago,Illinois,Central
2/18/2022,Tablet,Electronics,South,1,702,129.34,United States,Bangor,Maine,East
5/14/2024,Laptop,Electronics,South,8,4832,1261.06,United States,San Francisco,California,West
1/17/2023,Printer,Office,North,5,3765,670.8,United States,Arlington,Virginia,South
5/5/2024,Camera,Electronics,North,8,6928,1415.16,United States,San Francisco,California,West
2/1/2023,Headphones,Accessories,West,7,1624,436.13,United States,Los Angeles,California,West
4/1/2023,Headphones,Accessories,North,1,68,10.39,United States,Los Angeles,California,West
6/4/2023,Mouse,Accessories,North,1,651,187.99,United States,Southaven,Mississippi,South
9/16/2024,Printer,Office,North,7,6293,718.49,United States,Seattle,Washington,West
2/16/2023,Keyboard,Accessories,West,2,1068,85.71,United States,Seattle,Washington,West
10/17/2023,Keyboard,Accessories,North,1,381,26.69,United States,Seattle,Washington,West
7/21/2022,Printer,Office,South,2,2016,426.43,United States,Seattle,Washington,West
2/10/2024,Headphones,Accessories,West,2,1224,340.67,United States,Columbus,Georgia,South
10/23/2022,Monitor,Accessories,South,5,2180,400.01,United States,Middletown,Connecticut,East
9/12/2024,Laptop,Electronics,North,9,2853,353.09,United States,New York City,New York,East
10/4/2022,Mouse,Accessories,South,1,272,45.33,United States,Roswell,Georgia,South
3/14/2022,Smartphone,Electronics,North,4,2640,183.23,United States,Chicago,Illinois,Central
4/26/2024,Monitor,Accessories,North,2,488,129.02,United States,Peoria,Arizona,West
11/10/2023,Printer,Office,South,8,9184,1795.93,United States,Sioux Falls,South Dakota,Central
4/12/2024,Tablet,Electronics,North,5,280,23.98,United States,New York City,New York,East
10/3/2024,Keyboard,Accessories,East,3,2889,604.45,United States,Philadelphia,Pennsylvania,East
7/18/2024,Laptop,Electronics,West,1,625,125.9,United States,Franklin,Massachusetts,East
4/16/2024,Keyboard,Accessories,South,8,7056,538.48,United States,San Antonio,Texas,Central
7/11/2023,Tablet,Electronics,West,8,3936,720.2,United States,San Francisco,California,West
9/19/2022,Smartwatch,Electronics,East,6,2472,363.38,United States,New York City,New York,East
6/19/2022,Mouse,Accessories,West,5,855,67.57,United States,New York City,New York,East
2/25/2024,Mouse,Accessories,West,3,3480,560.39,United States,New York City,New York,East
3/7/2023,Camera,Electronics,South,1,846,103.3,United States,Waynesboro,Virginia,South
3/9/2022,Keyboard,Accessories,North,1,158,46.24,United States,Sacramento,California,West
12/31/2022,Mouse,Accessories,South,9,3186,583.24,United States,Fairfield,Ohio,East
2/1/2024,Mouse,Accessories,North,7,6972,969.43,United States,Aurora,Illinois,Central
4/15/2024,Mouse,Accessories,East,5,1745,449.64,United States,Aurora,Illinois,Central
5/15/2024,Laptop,Electronics,East,8,4256,372.95,United States,Lorain,Ohio,East
4/14/2022,Keyboard,Accessories,South,3,1674,499.63,United States,New York City,New York,East
9/25/2024,Camera,Electronics,North,8,6488,1072.86,United States,Huntsville,Texas,Central
3/5/2022,Tablet,Electronics,East,5,3530,803.86,United States,San Francisco,California,West
9/3/2022,Mouse,Accessories,North,2,632,87.45,United States,Los Angeles,California,West
